folio,provincia,comuna,expr,pobreza_multi,s13,s16,s17,s19a,s19b,s19c,s19d,s19e,s2,v2,v3,v4,v5,v6,v7,v12,v13
101600601,133,13302,508,0,1,5,,,,,,,,1,1,2,1,1,1,4,1
101600801,133,13302,340,1,1,2,1,2,2,2,2,2,,2,1,1,1,1,1,5,1
101630301,121,12101,49,0,1,5,,,,,,,,2,2,2,2,3,2,4,1
101630401,121,12101,37,0,1,2,2,,,,,,,3,1,1,1,3,1,3,1
101630501,121,12101,73,1,1,2,1,2,1,1,2,2,,3,2,5,1,3,1,3,3
101630601,121,12101,46,0,1,2,2,,,,,,,3,1,2,1,3,1,3,1
101630701,121,12101,51,0,1,5,,,,,,,,3,2,1,2,3,2,3,3
101630801,121,12101,46,1,1,1,1,1,1,1,2,2,,3,1,1,1,3,1,4,1
101631001,121,12101,67,0,3,5,,,,,,,,1,1,2,1,2,1,3,1
101631101,121,12101,55,0,3,2,1,2,2,2,2,2,,1,1,2,1,2,1,3,2
101660101,71,7101,77,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
101660201,71,7101,66,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,3,1
101660301,71,7101,215,0,1,5,,,,,,,,2,1,2,2,3,1,3,2
101660401,71,7101,74,1,4,5,,,,,,,,2,1,2,1,4,1,4,1
101660501,71,7101,99,0,1,2,2,,,,,,,2,1,2,1,4,1,4,2
101660601,71,7101,75,0,1,5,,,,,,,,1,1,2,1,3,1,4,1
101660701,71,7101,181,0,1,5,,,,,,,,1,1,2,1,3,1,5,1
101680201,91,9112,76,0,1,5,,,,,,,,3,2,2,2,3,3,3,1
101680401,91,9112,99,0,1,5,,,,,,,,2,2,2,1,3,1,5,1
101680501,91,9112,89,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
101680601,91,9112,64,0,1,5,,,,,,,,3,2,2,1,3,2,3,1
101680701,91,9112,107,0,1,5,,,,,,,,3,2,2,2,3,2,2,1
101680801,91,9112,83,0,1,1,1,2,2,2,2,2,,3,1,2,1,3,1,5,1
101700101,131,13101,164,0,1,2,1,2,2,1,2,2,,1,2,2,1,2,1,3,2
101700201,131,13101,204,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
101700301,131,13101,217,0,1,5,,,,,,,,1,1,2,1,2,1,3,1
101700401,131,13101,144,0,1,5,,,,,,,,1,1,1,1,2,1,3,1
101700501,131,13101,165,0,2,5,,,,,,,,1,1,1,1,2,1,3,1
101700801,131,13101,371,0,2,2,1,2,2,2,2,2,,1,1,2,1,2,1,3,2
101730101,151,15101,41,0,1,5,,,,,,,,2,2,2,2,3,2,5,3
101730201,151,15101,33,0,1,5,,,,,,,,3,1,2,1,3,1,4,3
101730301,151,15101,21,0,1,5,,,,,,,,2,1,2,1,3,1,5,1
101730501,151,15101,32,0,1,1,1,2,2,2,2,2,,2,1,2,1,4,1,5,1
101730601,151,15101,39,0,3,5,,,,,,,,2,1,2,1,3,1,4,1
101730701,151,15101,48,0,1,2,2,,,,,,,2,1,2,1,4,1,4,1
101730801,151,15101,42,0,1,5,,,,,,,,2,1,2,1,4,1,5,1
101730901,151,15101,50,0,1,5,,,,,,,,2,2,2,1,4,2,4,2
101731001,151,15101,28,0,1,2,1,2,2,2,2,2,,2,1,2,1,4,1,4,1
101731101,151,15101,41,0,1,5,,,,,,,,2,2,2,2,4,1,3,1
101731201,151,15101,27,0,1,2,1,2,2,2,2,2,,2,1,2,1,4,1,5,1
101750201,81,8109,70,0,2,5,,,,,,,,2,1,2,1,3,1,3,1
101750301,81,8109,65,1,1,2,1,2,1,1,2,2,,2,2,2,2,3,2,3,1
101750401,81,8109,56,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
101750501,81,8109,51,0,1,2,1,1,2,2,2,2,,2,1,2,1,3,2,1,2
101750601,81,8109,62,0,1,2,2,,,,,,,2,1,2,1,3,1,2,1
101750701,81,8109,86,0,1,5,,,,,,,,1,1,2,1,3,1,3,2
101820101,135,13501,150,1,1,1,1,2,2,2,2,2,,3,1,1,1,3,1,4,1
101820201,135,13501,130,0,1,5,,,,,,,,5,2,2,2,4,1,4,3
101820301,135,13501,135,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
101820501,135,13501,150,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
101820701,135,13501,135,0,1,5,,,,,,,,3,1,5,1,3,1,3,1
101820801,135,13501,136,1,1,5,,,,,,,,5,2,6,3,4,2,3,2
101840201,82,8204,48,0,1,5,,,,,,,,3,1,2,1,1,1,3,2
101840401,82,8204,33,0,1,5,,,,,,,,3,2,1,2,3,3,4,1
101840501,82,8204,21,1,1,2,1,1,1,1,1,1,,3,3,1,3,3,3,2,1
101840601,82,8204,25,0,1,5,,,,,,,,3,2,1,2,3,1,3,3
101840602,82,8204,21,1,1,5,,,,,,,,3,2,1,2,3,1,3,1
101840701,82,8204,41,1,1,5,,,,,,,,3,1,1,1,3,1,2,1
101840801,82,8204,21,0,1,5,,,,,,,,3,1,1,2,3,2,4,1
101840901,82,8204,19,0,1,5,,,,,,,,3,1,1,1,3,1,5,1
101841001,82,8204,29,0,1,5,,,,,,,,3,2,1,2,3,2,3,3
101900101,141,14101,54,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
101900201,141,14101,37,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
101900301,141,14101,44,0,1,1,1,2,2,1,2,2,,3,1,2,1,3,1,4,1
101900401,141,14101,54,0,1,5,,,,,,,,3,1,2,2,3,1,2,2
101900501,141,14101,35,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
101900601,141,14101,38,0,1,5,,,,,,,,3,2,2,1,3,2,4,1
101900701,141,14101,58,0,2,4,1,2,2,2,2,2,,3,1,1,1,3,1,4,1
101900801,141,14101,39,0,1,2,1,2,2,2,2,2,,4,1,2,1,3,1,4,1
101960201,58,5804,112,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
101960301,58,5804,96,0,1,5,,,,,,,,1,1,2,1,1,1,3,2
101960401,58,5804,91,0,3,5,,,,,,,,1,1,2,1,2,1,2,1
101960501,58,5804,169,0,1,5,,,,,,,,2,1,2,1,1,1,3,2
101960701,58,5804,87,0,3,5,,,,,,,,2,1,2,1,3,1,3,1
101960801,58,5804,95,0,3,5,,,,,,,,2,1,2,1,4,1,4,2
101970301,131,13109,217,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
101970601,131,13109,193,0,1,4,1,2,2,2,2,2,,2,1,4,3,3,2,2,1
101970701,131,13109,314,1,1,5,,,,,,,,1,3,1,3,3,3,3,9
101970801,131,13109,230,0,2,5,,,,,,,,2,2,2,1,3,2,3,1
102020101,42,4204,54,0,2,5,,,,,,,,2,1,2,1,3,2,4,1
102020201,42,4204,59,0,1,5,,,,,,,,3,1,2,1,3,1,5,3
102020301,42,4204,60,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
102020501,42,4204,58,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
102020601,42,4204,58,0,1,5,,,,,,,,4,1,2,1,3,1,4,3
102020701,42,4204,40,0,1,5,,,,,,,,3,3,2,2,3,3,4,9
102020801,42,4204,51,0,1,5,,,,,,,,2,1,2,2,3,2,3,1
102020901,42,4204,63,0,1,5,,,,,,,,3,2,2,2,3,3,3,1
102021001,42,4204,46,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
102060101,131,13115,144,0,1,5,,,,,,,,3,1,1,1,3,1,3,3
102060301,131,13115,118,0,1,5,,,,,,,,3,2,1,2,3,2,4,1
102060401,131,13115,119,1,1,5,,,,,,,,3,3,2,2,3,2,4,1
102060501,131,13115,110,0,1,5,,,,,,,,3,3,1,3,3,3,4,1
102060502,131,13115,188,0,1,5,,,,,,,,3,3,1,3,3,3,4,1
102060601,131,13115,110,0,1,2,1,2,2,2,2,2,,3,1,2,1,3,1,4,1
102060801,131,13115,160,0,2,5,,,,,,,,1,1,1,1,2,1,5,2
102070101,101,10101,150,1,4,5,,,,,,,,3,1,1,1,3,1,3,2
102070201,101,10101,166,0,1,5,,,,,,,,3,2,1,2,3,2,2,3
102070301,101,10101,101,0,1,5,,,,,,,,3,1,1,1,3,1,2,1
102070401,101,10101,121,0,1,5,,,,,,,,3,1,1,1,3,1,4,2
102070501,101,10101,118,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
102070601,101,10101,165,0,1,5,,,,,,,,3,1,2,1,3,1,4,3
102070701,101,10101,184,0,1,5,,,,,,,,3,1,1,1,3,1,1,1
102070801,101,10101,157,0,1,5,,,,,,,,3,1,2,1,3,1,3,3
102070901,101,10101,141,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
102071001,101,10101,231,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
102080101,133,13302,158,0,1,5,,,,,,,,3,1,1,1,3,1,3,2
102080201,133,13302,150,0,1,5,,,,,,,,3,1,2,1,3,1,5,1
102080401,133,13302,155,1,1,-88,,,,,,,,3,1,2,2,1,3,4,1
102080501,133,13302,91,0,1,2,1,2,2,2,2,1,,2,1,2,1,3,1,5,1
102080601,133,13302,140,0,1,5,,,,,,,,3,3,1,3,3,3,3,9
102080701,133,13302,146,1,3,5,,,,,,,,3,2,2,1,3,1,4,1
102080801,133,13302,134,1,1,5,,,,,,,,3,1,2,1,3,1,6,1
102110201,131,13114,89,0,2,4,1,2,2,2,2,2,,1,1,1,1,2,1,4,1
102110401,131,13114,163,0,2,5,,,,,,,,1,1,1,1,2,1,4,2
102110501,131,13114,127,0,2,5,,,,,,,,1,1,1,1,2,1,4,1
102110701,131,13114,158,0,2,5,,,,,,,,1,1,1,1,2,1,6,1
102120101,131,13101,283,0,2,5,,,,,,,,1,1,1,1,2,1,4,3
102120201,131,13101,207,0,1,5,,,,,,,,1,1,2,2,2,2,2,2
102120301,131,13101,141,0,2,4,1,2,2,2,2,2,,1,1,1,1,2,1,4,3
102120601,131,13101,148,0,2,5,,,,,,,,1,1,1,1,2,1,3,2
102120701,131,13101,134,0,2,2,1,2,2,2,2,2,,1,1,1,1,2,1,4,1
102150101,131,13112,169,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,3,1
102150201,131,13112,148,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
102150401,131,13112,213,0,1,2,1,2,2,2,2,2,,2,1,4,2,3,1,3,1
102150601,131,13112,217,0,1,1,1,2,2,2,2,2,,2,1,2,2,3,1,3,9
102150701,131,13112,136,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
102150801,131,13112,196,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,3,3,3
102160101,81,8110,192,0,1,2,1,2,2,2,2,2,,2,3,2,1,3,2,4,9
102160301,81,8110,167,0,1,5,,,,,,,,3,1,1,1,3,1,3,10
102160401,81,8110,125,1,1,2,1,2,2,2,2,2,,3,2,1,2,3,1,5,11
102160501,81,8110,185,0,1,5,,,,,,,,3,3,2,3,3,2,4,2
102160601,81,8110,171,1,1,5,,,,,,,,3,2,2,2,3,3,3,9
102160701,81,8110,129,0,1,5,,,,,,,,2,1,1,1,3,2,4,1
102160801,81,8110,130,0,1,5,,,,,,,,2,1,1,1,3,1,4,1
102180101,56,5603,9,0,1,5,,,,,,,,3,2,1,2,4,2,1,1
102180201,56,5603,8,0,3,5,,,,,,,,3,1,2,1,1,1,4,1
102180301,56,5603,10,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
102180401,56,5603,5,0,1,5,,,,,,,,3,3,1,3,3,3,4,9
102180501,56,5603,7,0,1,1,1,2,2,2,2,2,,3,1,1,2,4,2,2,1
102180601,56,5603,7,0,1,5,,,,,,,,5,2,2,1,3,1,1,3
102180801,56,5603,7,0,1,5,,,,,,,,3,2,1,2,3,1,1,3
102181001,56,5603,12,0,1,5,,,,,,,,3,1,2,1,3,1,3,3
102200201,58,5801,120,0,1,5,,,,,,,,2,1,1,1,4,1,2,2
102200301,58,5801,141,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
102200501,58,5801,112,0,1,2,1,2,1,1,2,2,,2,1,2,1,4,3,4,1
102200601,58,5801,109,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
102200701,58,5801,119,0,1,5,,,,,,,,2,1,2,1,4,1,3,2
102200801,58,5801,167,0,1,5,,,,,,,,2,1,2,1,3,1,2,2
102250201,131,13101,9,1,1,5,,,,,,,,1,2,1,2,1,2,3,2
102250301,131,13101,7,0,1,5,,,,,,,,2,2,1,2,1,2,3,2
102250501,131,13101,11,0,1,5,,,,,,,,1,2,2,1,2,2,4,2
102250502,131,13101,6,1,1,5,,,,,,,,1,2,2,1,2,2,4,2
102250701,131,13101,12,0,1,5,,,,,,,,1,1,1,2,3,1,1,2
102250801,131,13101,7,0,1,2,2,,,,,,,2,2,1,3,2,2,4,2
102260101,131,13132,190,0,1,2,1,2,2,2,2,2,,2,1,2,1,1,1,4,1
102260201,131,13132,197,0,2,4,1,2,2,2,2,2,,1,1,1,1,1,1,5,1
102260601,131,13132,171,0,1,2,1,2,2,2,2,2,,2,1,2,1,1,1,5,1
102260701,131,13132,195,0,2,5,,,,,,,,2,1,1,1,3,1,4,2
102270201,131,13111,396,0,1,5,,,,,,,,3,3,5,3,3,3,4,2
102270401,131,13111,696,0,1,5,,,,,,,,1,1,2,2,2,1,2,2
102270501,131,13111,352,0,1,5,,,,,,,,2,2,2,2,3,2,3,1
102270601,131,13111,288,0,1,5,,,,,,,,2,1,2,2,3,1,2,1
102270801,131,13111,479,0,1,5,,,,,,,,2,2,2,1,3,1,3,1
102300101,163,16305,56,0,1,5,,,,,,,,3,1,2,2,3,2,3,9
102300501,163,16305,49,0,1,5,,,,,,,,2,2,2,2,3,2,4,1
102300701,163,16305,47,0,1,5,,,,,,,,2,2,5,2,4,2,4,3
102300801,163,16305,73,0,1,5,,,,,,,,1,1,1,1,1,1,3,3
102300901,163,16305,44,0,1,5,,,,,,,,3,2,2,2,3,2,2,1
102301001,163,16305,51,0,1,5,,,,,,,,4,1,1,1,1,1,2,3
102360101,101,10109,87,0,5,5,,,,,,,,3,1,2,1,1,1,5,1
102360201,101,10109,154,0,1,1,1,2,2,2,2,2,,3,1,2,1,3,1,3,1
102360301,101,10109,130,0,2,5,,,,,,,,3,2,1,2,3,2,4,2
102360401,101,10109,99,0,1,2,1,1,1,1,2,2,,3,1,1,1,3,1,3,3
102360601,101,10109,99,0,1,5,,,,,,,,3,1,1,1,3,1,5,1
102360701,101,10109,103,0,1,1,1,2,2,2,2,2,,3,1,1,1,3,1,3,1
102360801,101,10109,160,0,1,5,,,,,,,,3,2,1,1,3,1,4,2
102360901,101,10109,104,0,3,5,,,,,,,,3,1,2,1,3,1,5,1
102361001,101,10109,122,0,3,5,,,,,,,,3,1,1,1,3,1,5,1
102380101,103,10303,66,0,1,5,,,,,,,,3,1,2,1,3,2,4,1
102380201,103,10303,59,0,1,2,1,2,2,2,1,2,,3,1,1,1,3,1,4,1
102380401,103,10303,67,0,1,5,,,,,,,,3,1,2,1,3,1,5,1
102380501,103,10303,95,0,1,2,1,1,2,2,2,2,,3,1,2,1,3,1,3,1
102380601,103,10303,102,1,1,2,1,1,1,1,2,2,,3,1,1,1,3,1,3,9
102380701,103,10303,77,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
102400101,131,13120,119,0,2,5,,,,,,,,1,1,1,1,2,1,3,1
102400201,131,13120,167,0,1,5,,,,,,,,1,1,1,1,2,1,3,1
102400301,131,13120,161,0,1,5,,,,,,,,1,1,1,1,2,1,4,1
102400401,131,13120,157,0,1,3,1,2,2,2,2,2,,1,1,1,1,2,1,4,1
102400501,131,13120,153,0,2,2,1,2,2,2,2,2,,1,1,1,1,2,1,4,1
102400601,131,13120,115,0,1,5,,,,,,,,1,1,1,1,2,1,4,1
102400701,131,13120,152,0,2,5,,,,,,,,1,1,1,1,2,1,4,1
102460101,142,14201,32,0,1,5,,,,,,,,3,1,1,1,3,1,2,1
102460201,142,14201,26,0,1,5,,,,,,,,1,1,1,1,3,1,3,1
102460301,142,14201,34,0,1,2,1,2,2,2,2,2,,1,1,1,1,3,1,2,2
102460401,142,14201,32,0,1,2,1,2,1,1,2,1,,3,2,1,2,3,2,1,1
102460501,142,14201,24,1,1,2,1,1,1,1,1,1,,3,1,2,1,3,1,1,1
102460601,142,14201,25,0,1,5,,,,,,,,3,2,1,2,3,2,2,1
102460701,142,14201,25,0,1,2,2,,,,,,,3,1,2,1,3,1,2,1
102460801,142,14201,24,1,1,2,1,1,1,1,1,1,,3,3,1,3,3,3,2,3
102460901,142,14201,24,0,1,5,,,,,,,,1,2,1,2,3,1,2,1
102461001,142,14201,30,0,1,5,,,,,,,,4,1,1,1,1,1,4,1
102480101,43,4304,52,0,1,5,,,,,,,,3,2,2,1,3,2,4,1
102480201,43,4304,115,,1,5,,,,,,,,3,3,6,3,3,2,1,1
102480301,43,4304,51,0,1,5,,,,,,,,5,2,2,2,3,2,3,1
102480401,43,4304,76,1,1,5,,,,,,,,3,1,2,1,3,1,3,1
102480501,43,4304,53,1,1,5,,,,,,,,3,2,2,2,3,3,3,1
102480601,43,4304,51,0,1,5,,,,,,,,3,2,6,3,3,2,3,1
102480701,43,4304,50,0,4,-88,,,,,,,,2,1,2,1,3,1,3,1
102480801,43,4304,45,0,1,5,,,,,,,,2,2,2,2,3,2,3,1
102481001,43,4304,65,0,1,5,,,,,,,,3,1,2,1,3,3,3,3
102490201,82,8205,68,1,1,5,,,,,,,,3,2,1,3,4,3,1,3
102490301,82,8205,58,0,1,5,,,,,,,,1,2,2,2,3,2,3,1
102490501,82,8205,70,0,1,2,1,2,2,2,2,2,,3,2,1,2,3,1,-88,1
102490601,82,8205,63,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
102490701,82,8205,71,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
102490801,82,8205,74,0,1,5,,,,,,,,3,1,2,1,1,1,5,1
102530101,161,16101,67,1,1,5,,,,,,,,2,1,1,1,3,1,6,3
102530201,161,16101,40,0,1,5,,,,,,,,3,1,2,1,3,2,2,1
102530301,161,16101,43,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
102530401,161,16101,42,0,1,5,,,,,,,,3,1,2,1,3,1,5,1
102530501,161,16101,71,1,1,3,1,2,2,2,2,2,,2,1,2,2,3,3,4,1
102530601,161,16101,39,1,1,5,,,,,,,,3,3,2,1,3,2,1,2
102530701,161,16101,47,0,1,2,1,1,2,2,2,2,,3,2,2,2,3,2,4,1
102530702,161,16101,71,0,1,5,,,,,,,,3,2,2,2,3,2,4,9
102570101,91,9101,89,0,1,5,,,,,,,,2,1,1,1,3,1,6,1
102570201,91,9101,64,0,1,5,,,,,,,,3,1,2,1,3,1,5,1
102570401,91,9101,94,0,4,5,,,,,,,,3,2,2,1,4,3,5,9
102570501,91,9101,104,0,1,5,,,,,,,,1,1,2,1,3,1,2,2
102570601,91,9101,63,0,1,5,,,,,,,,2,1,1,1,2,1,4,1
102570701,91,9101,94,0,1,4,1,2,2,2,2,2,,2,1,2,1,2,1,4,1
102580101,162,16207,21,0,1,2,2,,,,,,,3,1,1,1,3,1,-88,1
102580201,162,16207,29,,1,1,1,1,2,2,1,2,,2,2,2,1,3,2,2,1
102580301,162,16207,25,1,1,5,,,,,,,,3,1,1,1,3,1,3,1
102580401,162,16207,24,0,1,4,1,2,2,2,2,2,,4,1,2,1,3,1,3,1
102580501,162,16207,27,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
102580601,162,16207,26,1,1,5,,,,,,,,3,1,2,1,3,1,-88,1
102580701,162,16207,32,0,1,5,,,,,,,,3,1,2,1,4,2,3,1
102580901,162,16207,21,0,1,5,,,,,,,,2,2,2,2,3,1,3,3
102581001,162,16207,24,1,1,2,1,1,1,1,1,1,,3,2,5,2,3,1,4,3
102590701,131,13101,442,0,2,5,,,,,,,,2,2,1,2,2,2,2,1
102600101,11,1107,30,1,1,2,1,2,2,1,1,2,,3,3,2,2,3,3,1,10
102600201,11,1107,55,1,1,2,2,,,,,,,2,1,1,1,3,1,5,1
102600401,11,1107,77,0,1,5,,,,,,,,2,1,2,1,4,1,4,2
102600501,11,1107,43,0,1,5,,,,,,,,3,1,2,1,3,1,4,10
102600601,11,1107,46,,1,5,,,,,,,,3,1,2,1,3,2,4,10
102600701,11,1107,36,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
102600801,11,1107,39,1,1,5,,,,,,,,3,1,2,1,2,1,2,2
102601201,11,1107,35,0,1,5,,,,,,,,2,1,2,1,2,1,4,1
102620101,61,6101,86,0,2,5,,,,,,,,2,1,2,1,1,1,5,1
102620201,61,6101,55,0,1,5,,,,,,,,2,1,2,1,1,1,4,1
102620401,61,6101,77,0,2,5,,,,,,,,2,1,2,1,1,1,5,1
102620801,61,6101,78,0,2,5,,,,,,,,2,1,1,1,1,1,4,1
102700101,101,10101,92,0,1,5,,,,,,,,3,1,1,1,3,1,2,1
102700201,101,10101,83,1,1,2,1,2,2,2,2,2,,3,3,2,2,3,2,1,1
102700301,101,10101,115,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
102700401,101,10101,107,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
102700601,101,10101,115,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
102700701,101,10101,105,1,1,5,,,,,,,,3,2,3,2,3,2,4,1
102700801,101,10101,92,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
102720101,151,15101,23,0,1,5,,,,,,,,1,1,2,1,3,1,4,1
102720301,151,15101,25,0,1,4,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
102720401,151,15101,37,1,1,5,,,,,,,,2,1,2,2,4,1,4,1
102720501,151,15101,27,0,1,5,,,,,,,,2,1,2,1,4,2,4,1
102720601,151,15101,26,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
102720801,151,15101,31,0,1,5,,,,,,,,2,1,2,1,4,1,4,3
102720901,151,15101,28,0,1,5,,,,,,,,2,1,2,1,4,1,4,3
102721001,151,15101,17,1,1,5,,,,,,,,2,1,2,3,4,3,4,1
102721101,151,15101,32,0,1,5,,,,,,,,2,1,2,1,4,2,4,1
102721201,151,15101,21,0,1,5,,,,,,,,2,1,1,2,2,2,3,1
102770101,22,2201,97,0,1,1,1,2,1,2,2,2,,2,1,2,1,3,1,3,2
102770301,22,2201,63,0,2,5,,,,,,,,2,1,2,1,3,1,6,1
102770401,22,2201,47,0,1,2,1,2,2,2,2,2,,1,1,2,1,3,1,2,2
102770501,22,2201,70,0,2,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
102770701,22,2201,62,0,2,5,,,,,,,,2,1,2,1,3,1,5,1
102770801,22,2201,84,0,2,2,1,2,2,2,2,2,,1,1,2,1,3,1,5,1
102790101,51,5107,51,0,1,5,,,,,,,,3,1,1,1,4,1,4,3
102790201,51,5107,34,1,2,5,,,,,,,,3,1,4,1,5,2,6,9
102790401,51,5107,50,0,1,5,,,,,,,,3,1,1,1,4,1,4,9
102790601,51,5107,67,0,2,5,,,,,,,,2,1,2,1,1,2,3,1
102790701,51,5107,29,0,1,5,,,,,,,,3,3,1,3,3,3,5,1
102790901,51,5107,34,0,1,5,,,,,,,,2,1,2,1,1,1,4,2
102820201,61,6101,97,1,2,4,1,2,2,1,2,2,,2,1,1,3,3,2,6,1
102820401,61,6101,86,0,1,5,,,,,,,,2,1,2,1,3,1,3,3
102820501,61,6101,82,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
102820701,61,6101,79,0,1,5,,,,,,,,5,1,2,1,3,2,5,1
102880101,14,1405,18,0,1,4,2,,,,,,,4,2,5,3,3,3,4,3
102880201,14,1405,15,0,1,5,,,,,,,,2,2,2,2,1,2,4,1
102880301,14,1405,17,1,1,5,,,,,,,,3,2,5,2,3,2,2,2
102880401,14,1405,25,0,2,5,,,,,,,,2,1,2,1,3,1,6,3
102880501,14,1405,23,0,2,5,,,,,,,,2,2,2,1,3,2,4,2
102880601,14,1405,24,0,2,5,,,,,,,,3,2,2,2,3,2,6,1
102880701,14,1405,15,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
102880801,14,1405,11,0,1,5,,,,,,,,3,2,5,2,3,2,3,1
102880901,14,1405,18,1,4,5,,,,,,,,4,2,5,2,3,1,6,3
102881101,14,1405,34,0,4,5,,,,,,,,4,2,2,1,3,1,6,3
102881201,14,1405,22,0,1,5,,,,,,,,3,2,2,2,3,2,3,3
102881301,14,1405,19,0,1,5,,,,,,,,2,2,2,2,3,2,4,1
102940101,131,13119,181,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
102940201,131,13119,163,0,1,5,,,,,,,,2,1,2,1,1,1,5,1
102940301,131,13119,176,0,1,2,1,2,1,1,2,1,,2,1,2,1,3,3,4,1
102940401,131,13119,152,0,1,5,,,,,,,,2,1,2,2,3,2,4,2
102940501,131,13119,146,1,1,2,1,2,1,1,1,1,,2,2,2,1,3,3,4,2
102940601,131,13119,318,0,2,5,,,,,,,,2,2,2,1,1,3,5,1
102940701,131,13119,120,0,1,5,,,,,,,,2,1,1,1,3,1,3,1
102940801,131,13119,202,0,2,5,,,,,,,,2,1,2,1,1,1,5,2
102970201,142,14201,38,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
102970301,142,14201,26,0,1,5,,,,,,,,3,2,1,1,3,1,2,1
102970401,142,14201,33,0,1,5,,,,,,,,3,1,2,1,3,1,2,2
102970501,142,14201,48,0,1,2,1,2,2,1,2,2,,3,1,1,1,3,1,4,1
102970601,142,14201,29,0,1,5,,,,,,,,3,2,1,1,3,2,3,1
102970701,142,14201,74,0,2,5,,,,,,,,3,1,1,1,3,1,3,3
102970801,142,14201,38,0,1,5,,,,,,,,3,2,1,2,3,2,3,2
103010201,74,7404,91,0,1,5,,,,,,,,2,2,2,2,4,1,4,1
103010301,74,7404,86,,1,5,,,,,,,,2,1,2,1,3,1,4,1
103010401,74,7404,77,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,3,1
103010501,74,7404,87,1,1,5,,,,,,,,2,2,2,1,3,3,3,1
103010601,74,7404,87,,4,5,,,,,,,,2,3,4,2,3,1,3,1
103010701,74,7404,75,0,1,5,,,,,,,,5,2,4,2,3,3,4,9
103010801,74,7404,84,,1,5,,,,,,,,5,3,6,3,3,3,3,1
103010901,74,7404,77,0,1,2,1,1,1,1,1,1,,2,1,2,1,4,1,4,1
103011001,74,7404,68,0,1,5,,,,,,,,3,1,2,1,3,1,4,9
103030901,31,3101,70,0,1,5,,,,,,,,2,1,1,1,3,1,4,2
103040101,131,13118,158,0,1,2,1,2,1,1,2,2,,2,2,1,2,4,1,1,1
103040201,131,13118,135,0,1,5,,,,,,,,2,2,2,1,3,1,3,1
103040301,131,13118,122,0,1,5,,,,,,,,2,1,1,2,3,2,5,1
103040302,131,13118,80,0,1,2,1,2,2,2,2,2,,2,1,1,2,3,2,5,1
103040401,131,13118,161,0,1,5,,,,,,,,3,2,1,1,3,2,4,3
103040501,131,13118,119,0,1,2,1,2,2,1,2,2,,2,1,2,1,3,1,4,3
103040601,131,13118,118,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
103040701,131,13118,132,0,3,5,,,,,,,,2,1,2,1,4,2,5,1
103070101,132,13201,194,0,2,5,,,,,,,,2,1,2,1,3,1,3,1
103070201,132,13201,236,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
103070301,132,13201,149,0,1,5,,,,,,,,2,1,2,2,3,3,3,1
103070401,132,13201,167,0,1,1,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
103070501,132,13201,203,0,1,2,1,2,2,1,2,2,,2,1,2,1,3,1,2,1
103070601,132,13201,192,0,3,5,,,,,,,,2,1,1,1,3,1,3,1
